id,kalimat,sentiment
583,"Saham Konsumer Berpotensi Menguat pada Kuartal I 2026, Ini Rekomendasinya",NETRAL
584,"Transformasi Saat Pandemi, Dirut BRI Raih Penghargaan CEO Paling Visioner",POSITIF
585,Ini Status Teranyar BRIsat,NETRAL
586,"Pemangkasan Produksi Batubara Belum Pasti, Ini Emiten Batubara yang Potensial",NETRAL
587,"Friderica Widyasari Dewi Jadi Ketua OJK, Ini Profilnya",NETRAL
588,"Tertekan Saham Emiten Telekomunikasi, Kinerja Sektor Infrastruktur Masih Lesu",NETRAL
589,IHSG Sesi 2 Ditutup Stagnan di Level 9.314,NETRAL
590,"Indeks Bisnis-27 Ditutup Melemah, Saham Big Caps Tertekan",NETRAL
591,OJK Angkat Bicara soal Dugaan Hilangnya Dana Member Indodax,NETRAL
592,Polri Telusuri Perampokan BRI RS Sardjito Terkait Aksi Terorisme,NEGATIF
593,Polisi Juga Amankan 2 Tas Perampok BRI Aceh Timur yang Tewas,NEGATIF
594,"IHSG Lagi-Lagi Cetak Rekor ATH Baru, OTW Nanjak ke 9.000",NETRAL
595,"Harga Nikel Melemah Awal Maret 2026, Prospek Emiten Tambang Tertekan",NETRAL
596,"Sudah DIsetujui dan Konfirmasi Alamat, Kartu Kredit BRI belum Diterima",NEGATIF
597,"BUMN Setor Dividen Rp 80,2 T, BRI Jadi Kontributor Terbesar",POSITIF
598,BRI Gak Takut Dengan Revisi Target Kredit BI Hingga 11%,POSITIF
599,Hebat! BRI akan Operasikan Satelit Komunikasi Pertama di Dunia,POSITIF
600,BRI Bidik 5 Juta Nasabah Ultra Mikro Baru pada 2022,POSITIF
601,"Saham ANTM, MDKA, dan ARCI Lanjut Menguat saat Emas Nyaris Tembus US$4.900",NETRAL
602,"Kolaborasi, Bikin Kartu Kredit BRI Kini Bisa Lewat OVO",NETRAL
603,"BRI Rombak Susunan Direksi, 4 Direktur Diganti Sekaligus",NETRAL
604,"Rekor Tertinggi, Dinamika, dan Rekam Jejak Iman Rachman di BEI",NETRAL
605,"Cek Saham Net Buy Terbesar Asing Saat IHSG Terkoreksi 2 Hari Beruntun, Kamis (22/1)",NETRAL
606,BRI Ajak Investasi Sekaligus Selamatkan Bumi Lewat Green Bond,POSITIF
607,"Dunia Gonjang-Ganjing, Tiga Aset Ini yang Diburu Orang Kaya",POSITIF
608,Pelaku Skimming Data Nasabah BRI Mengaku Tak Dibayar,NEGATIF
609,Penjelasan BRI Garut Soal Kantornya yang Diteror Bom,NEGATIF
610,"Pertamina Geothermal (PGEO) Gelar RUPSLB Selasa (20/1), Intip Agendanya",NETRAL
611,"Blokir Kartu Kredit BRI, Kartu Pengganti belum Diterima",NEGATIF
612,"Konsisten Terapkan Prinsip Keberlanjutan, Indeks dan Peringkat ESG BRI Semakin Menanjak",POSITIF
613,"Gencar Ekspansi, Simak Rekomendasi Saham SILO",NETRAL
614,"Gokil! Transaksi BRImo Naik 99%, Penggunanya Udah Segini",POSITIF
615,"Merger BRI, Pegadaian dan PNM Tengah Digodok",NETRAL
616,"Asing Net Sell Jumbo, Saham BBCA Paling Banyak Dilego",NETRAL
617,"Tekanan Asing & Sentimen Global Buat IHSG Ambles 4,73% Sepekan, Ini Kata Analis",NETRAL
618,"ATM BRI Di Sleman Dibobol, Kerugian Rp 300 Juta",NEGATIF
619,"Wall Street Dibuka Turun Jumat (6/3), Tertekan Perang Iran dan Data Tenaga Kerja",NETRAL
620,BRI Dorong Pedagang Pasar di Sidorajo Ubah Limbah Jadi Cuan,POSITIF
621,"Merampok BRI Kampar, Oknum Polisi Mengaku untuk Biaya Pengobatan Ibunya",NEGATIF
622,"Harga Bitcoin Ambruk Tajam Hingga Sentuh Level US$ 60.000, Cermati Pemicunya",NETRAL
623,"Saham DSNG, ASII, hingga TLKM Ambrol ke Zona Merah, Indeks Bisnis-27 Dibuka Melemah",NETRAL
624,"Rektor UI Mundur dari Jabatan Wakil Komisaris, Ini Pernyataan BRI",NEGATIF
625,"Kinerja Medco Energi (MEDC) Diperkirakan Tetap Solid, Simak Rekomendasi Sahamnya",NETRAL
626,Top! Transaksi QRIS BRI Melonjak 1000% Saat Libur Lebaran,POSITIF
627,BRI Salurkan 77 Persen Penempatan Dana PEN Pemerintah Dalam 3 Pekan,POSITIF
628,Indeks Saham Barang Material Berpotensi Melanjutkan Tren Penguatan,NETRAL
629,"Asing Net Buy Rp 655 Triliun Saat IHSG Ambruk, Cek Saham yang Diborong, Senin (2/2)",NETRAL
630,Ketegangan AS–Venezuela Dinilai Tak Picu Lonjakan Harga Minyak WTI,NETRAL
631,"Video: Cegah Krisis Gas, Pengusaha Kaca Minta Kepastian Gas Murah",NETRAL
632,BRI Hadirkan Platform Terintegrasi bagi Nasabah Korporasi,NETRAL
633,"Pacu Ekspansi Kredit, BRI Terbitkan Obligasi Rp 5 Triliun",POSITIF
634,Bos BRI Bicara 2 Faktor yang Bikin Indonesia Kebal Resesi,NETRAL
635,"Duit Warga RI Dimaling Rp 9,1 Triliun, Setiap Hari 1.000 Orang Teriak",POSITIF
636,Perampokan Bank BRI Aceh Timur Diduga Kriminal Murni,NEGATIF
637,"Asing Net Sell Rp 17,34 Triliun pada 2025, Ini Saham Favorit dan Peluang Rebound 2026",NETRAL
638,"BNI Jadi Akselerator Pembangunan Nasional, Ini Buktinya!",NEGATIF
639,"Erajaya (ERAA) Bidik Pertumbuhan Kinerja di Momen Imlek-Ramadan, Intip Strateginya",NEGATIF
640,Cetak Sejarah! Nilai Right Issue BRI Rp96 Triliun Tertinggi di Asia Tenggara,POSITIF
641,"Uang Nasabah BRI Hilang, OJK Kediri Akan Lakukan Pembinaan Bank",NEGATIF
642,Ternyata Pembobol Bank BRI Rp 20 Miliar Itu Hanya Tamatan SMP,NEGATIF
643,"Laba Bersih BRI Melejit di 2022, Sahamnya Ngikut?",POSITIF
644,Wanita Pegawai BRI yang Loncat dari Apartemen Punya Masalah Kerjaan,NEGATIF
645,Pramono Buka-Bukaan Soal Rencana IPO Bank Jakarta,NETRAL
646,"Miliarder China Bagi-Bagi Angpao di Kampung, 1 Orang Dapat Rp 24 Juta",NEGATIF
647,"Kupon Kompetitif, Obligasi Berkelanjutan bjb Oversubscribe 4,66 kali",NEGATIF
648,"BRI di Langkat Dibobol Maling, Rp 300 Juta Amblas",NEGATIF
649,Nasib Tragis Penemu Harta Karun Rp36 T di Kalimantan Dibiarkan Miskin,POSITIF
650,Tanggapan BRI untuk Keluhan Saudara Juli Lim,NETRAL
651,OJK Klaim Demutualisasi Bursa Bisa Dorong Minat IPO,NEGATIF
652,"IHSG Ditutup Menguat ke 8.322, Saham BIPI, BBRI, hingga INKP Melaju Hijau",NETRAL
653,Top! BRI Bagi Bonus Spesial Paket Data dan Top Up Pulsa,POSITIF
654,BRI Ajak Merchant Nonton Bareng Film Rudy Habibie,NETRAL
655,"Diserbu Investor Ritel, SUN Seri SBR011 di BRI Laku Rp 1,5 T",POSITIF
656,Regional Office BRI Surabaya Gelar Pelatihan Penanggulangan Kebakaran,NETRAL
657,"Dukung Pendidikan di Pulau Sebatik, BRI Berikan Mobil Penunjang ke MTs As'adiyah",POSITIF
658,"IIMS 2026 Ditargetkan Raih Transaksi Rp 8 Triliun, Jadi Katalis Saham Otomotif",NEGATIF
659,"IHSG Hari Ini (22/1) Ditutup Melemah, Saham BUMI Hingga BBCA Ambrol ke Zona Merah",NETRAL
660,"Fokus Pada Kredit UMKM, BRI Cetak Laba Rp 24,8 T Per September 2019",POSITIF
661,Moody's Pertahankan Peringkat Indosat (ISAT) di Baa3 Dengan Outlook Stabil,NETRAL
662,"Jalankan Prinsip ESG, BRI Unggul di Investasi Hijau",POSITIF
663,68 Paskibraka & 1.800 Anak Pelaku UMKM Dapat Beasiswa BRI,POSITIF
664,"Saham Emiten Asuransi Menguat, Simak Prospek dan Rekomendasinya",NETRAL
665,"Rajin Bawa UMKM Naik Kelas, BRI Sabet 2 Penghargaan",POSITIF
666,Kejagung Tahan 4 Tersangka Pengucur Kredit BRI Syariah Serang,NEGATIF
667,"Kredit Fiktif, Kepala BRI Grendeng Ditahan Kejaksaan",NEGATIF
668,"Rektor UI Rangkap Jabatan Wakil Komut BRI, Pakar: Itu Melanggar Aturan",NEGATIF
669,Polisi Berhasil Bekuk Perampok Kantor BRI di Batam,NEGATIF
670,"Skandal Saham BEBS, OJK Bongkar Cuan Tak Wajar Rp14,5 Triliun",NETRAL
671,"Likuiditas Terjaga, Kinerja BNI Berpotensi Melesat di 2026",NEGATIF
672,"BRI Salurkan Bantuan ke Warga Ciledug, Tangerang & Garut",POSITIF
673,"Progres Capai 62%, WIKA Kebut Proyek Jalan Hankam & Lingkar Sepaku",NETRAL
674,Kepedulian BRI Group di Surabaya Selama Ramadan,NETRAL
675,"Prajogo Serok Saham BRPT & CUAN Rp23,04 Miliar, Saham BREN Rebound",NETRAL
676,"Jual Asing Kian Deras, IHSG Terpukul MSCI hingga Perang AS-Iran",NETRAL
677,Mataf Masjidil Haram Garapan Waskita Siap Tampung Ratusan Ribu Jemaah,NEGATIF
678,"267 Emiten Belum Penuhi Free Float 15%, OJK-BEI Siapkan Exit Policy",NETRAL
679,Uang Tidak Keluar tapi Rekening Terdebet di ATM BRI,NEGATIF
680,"Sasar Seluruh Lapisan Masyarakat, BRI Pakai Jurus Ini",POSITIF
681,Wall Street Melemah Usai Trump Nominasikan Kevin Warsh Sebagai Ketua The Fed Baru,NETRAL
682,"Pencabutan Izin Agincourt Jadi Sentimen Jangka Pendek, Ini Rekomendasi UNTR dan ASII",NETRAL
683,"IHSG Berpotensi Lanjut Terkoreksi pada Jumat (23/1), Cek Saham Rekomendasi Analis",NETRAL
684,"Bersih-Bersih Saham Gorengan, OJK Jatuhkan Sanksi Denda ke 151 Pihak",NETRAL
685,BRI Ajak Masyarakat Disiplin Kelola Uang Lewat Investasi,NETRAL
686,"Bitcoin Unggul 20% atas Emas, Minat Investor Institusional Terus Menguat",NETRAL
687,Garuda Dapat Pinjaman Rp 1 Triliun dari BRI,POSITIF
688,Daftar 5 Orang Terkaya di Indonesia Minggu (11/1),NETRAL
689,Tanggapan BRI untuk Surat Bapak Rangga,NETRAL
690,Jaksa Limpahkan Kasus Pembobolan BRI Agro Pekanbaru ke Pengadilan,NEGATIF
691,Nasib Persiraja di BRI Liga 1 Bakal Ditentukan Malam Ini,NETRAL
692,BRI Ganti Dana Nasabah Korban Skimming,NEGATIF
693,"Gandeng Benih Baik, BRI Donasi Rp 124 Juta untuk Lestarikan Alam",POSITIF
694,"Bukan Sok-sokan, BRI Siap Jadi Market Leader ESG",POSITIF
695,"Laba BRI Tumbuh 34,74 Persen hingga Kuartal III 2021",POSITIF
696,Kasus a la Malinda di BRI & Mandiri Masih Terus Diproses Polisi,NEGATIF
697,Kajari Tangerang Sangkal Pertemuan Jaksa DSW Terkait Kasus BRI,NEGATIF
698,"Tabungan Orang Kaya Tumbuh Tinggi, Kelas Menengah Seret",POSITIF
699,OJK Serahkan Tersangka Kasus Transaksi Semu Saham SWAT,NETRAL
700,"Wujud Komitmen Memberdayakan UMKM, BRI Gelar Bazzar Klaster Mantriku",POSITIF
701,"Bunga Deposito Naik Lagi, Bankir Ungkap Alasannya",NETRAL
702,"Pinago Utama (PNGO) Tebar Dividen Interim Rp70,31 Miliar, Cair Akhir Januari 2026",NETRAL
703,"Video: Ekspansi Pasar, Motor Premium Ini Jual Moge di Bawah Rp200 Juta",NEGATIF
704,"QLola by BRI, Solusi Terintegrasi Layanan Wholesale Banking",POSITIF
705,"Rupiah Merosot, Investor Asing Net Buy Rp6,59 Triliun di Pasar Saham RI",NETRAL
706,"Pede IHSG Tetap To The Moon, Purbaya Sarankan Serok Saham Ini!",NEGATIF
707,"Friderica Pastikan ""Pesawat"" OJK Siap Terbang Hadapi Berbagai ""Cuaca""",NEGATIF
708,"Harga Nikel Menjulang di Awal 2026, Begini Prospek Emiten dan Rekomendasi Sahamnya",NETRAL
709,OJK Permudah Investor Institusi Masuk Pasar Modal via PMK 118/2025,NETRAL
710,"Ikut Fit and Proper Test OJK, Hasan Fawzi Targetkan Market Cap Pasar RI Capai 80% PDB",NETRAL
711,Transformasi Bikin Investor Ritel BRI Melesat 6 Kali Dalam Dua Tahun,POSITIF
712,"Reksadana Pendapatan Tetap Masih Primadona, Risiko Kredit Jadi Penentu Utama di 2026",NETRAL
713,"Akselerasi Digitalisasi UMKM, BRI Sinergikan Tiga Ekosistem",POSITIF
714,Indocement Tunggal Prakarsa (INTP) Bentuk Usaha Patungan Untuk Bisnis Mortar,NETRAL
715,"BRI, Bank Pelat Merah Pertama yang Beroperasi Pasca Gempa Sulteng",POSITIF
716,BRI Fokus Pada Pemberdayaan UMKM Lewat Transformasi Digital,NETRAL
717,Mau Awali Investasi Dengan Tepat? Yuk Ikuti Kelas Kelas Cuan Gratis,NEGATIF
718,"IHSG Ditutup Naik 0,13%, Saham Ini Jadi Penggerak Utama",NETRAL
719,"Lampaui Target, Penjualan SBR011 di BRI Sentuh Rp 1,5 Triliun",POSITIF
720,Konsep Hybrid BRI Dinilai Efektif Dongkrak Inklusi Keuangan,NETRAL
721,"IIMS 2026 Bidik Transaksi Rp 8 Triliun, Astra Maksimalkan Momentum Pameran",NEGATIF
722,"Saham Big Banks Melesat: BBNI Pimpin Reli, Apakah Sudah Terlambat Beli?",NETRAL
723,Kantor BRI Regional Office Surabaya Kembali Gelar Aksi Donor Darah,POSITIF
724,"Fantastis, Transaksi Agen BRILink Nyaris Tembus Rp1,3 Kuadriliun",POSITIF
725,"Saham Melesat, Anak Usaha Prima Multi (PMUI) Disorot Investor Asing",NETRAL
726,"Makin Gencar, Ini Upaya BRI Terapkan ESG di Indonesia",POSITIF
727,"Pelayaran Nasional (ELPI) Siap Right Issue 2,11 Miliar Saham, Ini Tujuannya",NETRAL
728,"Laba Bersih Tumbuh 45 persen, BRI Agro Bagi Untung Rp 40,8 Miliar",POSITIF
729,Adi Sarana Armada (ASSA) Suntik Modal Rp 20 Miliar ke Anak Usaha,NETRAL
730,BRI Gaet NeverTooLavish Buat BRIZZI & Galeri ATM Makin Stylish,POSITIF
731,"Daftar Saham LQ45 Belum Penuhi Free Float 15%, BREN, SCMA, Hingga UNVR",NETRAL
732,Jejak Trading Halt IHSG di Era Pemerintahan Prabowo Subianto,NETRAL
733,Tanggapan BRI soal Pegawai Pakai Uang Nasabah Rp 1 M di Payakumbuh Sumbar,NEGATIF
734,"Libur Lebaran Panjang, Bank BRI Siapkan Kebutuhan Uang Rp 28 Triliun",POSITIF
735,"Di HUT ke-74 RI, BRI Beri Bantuan CSR ke 57 SLB di Seluruh Indonesia",POSITIF
736,"IHSG Bisa Tembus 10.000 Tahun 2026, Saham Ini Bakal Jadi Penopang",NETRAL
737,"ISAT dan EXCL Catat Lonjakan Trafik Selama Nataru, Intip Rekomendasi Analis",NETRAL
738,Ini Arahan Prabowo ke Danantara Buat Bursa Saham Indonesia,NETRAL
739,Polisi Minta Maaf dan Ganti Rugi Kantor BRI Lautze yang Ditabrak Mobil Patroli,NEGATIF
740,"Pagelaran Desa BRILian Indonesia, Bukti Tangguhnya Desa kala Pandemi",NETRAL
741,"Rekomendasi Saham Ritel 9 Maret 2026: MIDI, MAPA, MAPI, hingga ACES Masih Prospektif",NETRAL
742,"Kenalin Ini Rika, Teller BRI yang Nyikat Uang Nasabah Rp 2,3 Miliar",NEGATIF
743,Top! WIKA Raih ESG Score 64/100 dari S&P Global 2025,NEGATIF
744,"Jangan Lewatkan, Anugerah 5 Desa Paling BRILian Besok!",NETRAL
745,"OJK Ungkap Modus Penipuan Bulan Ramadan, Rekening Auto Ludes",POSITIF
746,"Melirik Arah Pasar Modal RI di 2026, Bakal Cerah?",NEGATIF
747,Danantara Resmi Mulai 6 Proyek Kebanggaan Prabowo Rp110 Triliun,NEGATIF
748,"Batas Saldo Minimum Bank Mandiri, BNI-BRI Sesuai Aturan Berlaku Kini",NETRAL
749,"Bentuk Program BRI Peduli, Majukan Bidang Pendidikan",POSITIF
750,Begini Cara Bank Raya Gaspol Bisnis Digital,NEGATIF
751,BRI Ganti Kerugian Korban Skimming,NEGATIF
752,"Wow! BRI Cairkan Kredit Rp 1T per Hari, Incar Rp 270T di 2023",POSITIF
753,"Bidik Kota Lapis Dua-Tiga, Prospek ACES Diproyeksi Membaik pada 2026",NETRAL
754,"Kini Uang Elektronik Bank BRI, Bank Mandiri dan BNI Bisa Bayar KRL Commuter Line",POSITIF
755,"Indeks Dolar Tembus Level 100, Sentimen Suku Bunga dan Energi Jadi Penopang",NETRAL
756,Ingin Bawa Pulang Toyota Vellfire? Ikuti Program BritAma FSTVL,POSITIF
757,"6 Proyek Rp 110 Triliun Danantara Mulai Dibangun, Ini Daftarnya",NEGATIF
758,Bos SIDO Tanggapi Konten Negatif yang Muncul di Media Sosial,POSITIF
759,MA Perintahkan Bank BRI Bayar Gaji Eks Buruh PT PGNI,NEGATIF
760,"Dorong Sektor Wisata, BRI Gandeng Alipay Fasilitasi Wisatawan Tiongkok",NETRAL
761,Prospek Indeks dan Rekomendasi Saham Syariah,NETRAL
762,"Video: Sasar Kelas Atas, Garmen Lokal Siap 'Berjaya"" Di Pasar Domestik",NETRAL
763,"Kasus Gadai Emas, Mediasi Butet Kartaradjasa vs BRI Syariah Alot",NEGATIF
764,BRI Antarkan UMKM Indonesia ke New York (NY) NOW 2023 Komitmen Dukung Alumni UMKM EXPO(RT) BRILIANPRENEUR,POSITIF
765,"DBS Proyeksi IHSG Sentuh 9.500 pada 2026, Konsolidasi Imbas MSCI Menyehatkan",NETRAL
766,"Kartu Kredit BRI di 'Hack', Transaksi di Bukalapak tanpa OTP",NEGATIF
767,BRI Rayakan Imlek Bersama Nasabah Private dan Prioritas,NETRAL
768,Cek Prospek Emiten Transportasi & Logistik yang Bisa Terdampak Keterbatasan Mobilitas,NETRAL
769,"BRI Pastikan Buku Tabungan Bodong Untuk Korban Gempa Lombok, Hoax!",POSITIF
770,"Tanggap Bencana, BRI Bangun Posko BRI Peduli di Majene dan Mamuju",POSITIF
771,"Sinergi BREN dan TPIA Berpotensi Dongkrak Kinerja BRPT, Cek Rekomendasi Sahamnya",NETRAL
772,BRI Tawarkan Kemudahan Layanan Perbankan lewat Agen BRILink,POSITIF
773,"Terdakwa Sakit, Sidang Vonis Eks Pimpinan BRI Kembali Ditunda",NEGATIF
774,Gugus Tugas Lakukan Penyelidikan Epidemiologi Kasus Karyawan BRI,NEGATIF
775,"Penghapusan Tarif Alat Telekomunikasi Beri Sentimen Positif, Ini Rekomendasi Analis",NETRAL
776,Bocoran Pasar: Ada 11 Emiten Aset Jumbo Mau IPO,NETRAL
777,Dua Pembobol BRI Dituntut Hukuman 20 Tahun Penjara,NEGATIF
778,OJK Buka Suara Soal Dugaan Kasus Penipuan Kripto Timothy Ronald,POSITIF
779,"Eskalasi Konflik Timur Tengah Picu Volatilitas Valas, Dolar AS Menguat",NETRAL
780,Perampok Bersenpi Gondol Rp 300 Juta di Bank BRI di Tangerang,NEGATIF
781,Kode Keras Investor Asing Masuk BSI Gantikan BRI dan BNI,NETRAL
782,"Dongkrak Pariwisata, BRI Adakan Travel Fair 2022",POSITIF
783,Kawanan Pencuri Gasak Uang Puluhan Juta Dari ATM BRI yang Baru Diisi,NEGATIF
784,Perempuan yang Todongkan Pisau di BRI Sukabumi Mantan Karyawan,NEGATIF
785,Simak! Bos BRI Beberkan 6 Penentu Hidup Matinya Bank,NETRAL
786,Transformasi BTN Jadi Bank Modern di Usia 76 Tahun,NEGATIF
787,Raja Gula RI Pilih Kabur ke Singapura Demi Hindari Pajak Pemerintah,NEGATIF
788,Tas yang Ditinggalkan Perampok BRI di RS Sardjito 80 Persen Bom,NEGATIF
789,"Tersangka Pembobol Brankas BRI Medan Rp 1,6 M Ditangkap di Riau",NEGATIF
790,Profesor Harvard Apresiasi Peran BRI Dalam Inklusi Keuangan,POSITIF
791,"Menkeu Suntik Likuiditas Rp 100 Triliun, Bisakah Tekan Yield SBN?",NETRAL
792,Kejari Tahan Tersangka Korupsi Kredit Fiktif Bank BRI,NEGATIF
793,BRI Fasilitasi Layanan Keuangan Pertamina Lubricants,POSITIF
794,"IHSG Turun 0,64% ke Level 8.212 Jelang Libur Panjang Imlek",NETRAL
795,"Dukung Startup, BANK BRI Gelar BRI Digital Challenge",POSITIF
796,"Saham Grup Bakrie BUMI, DEWA, VKTR Melejit Saat IHSG Ditutup Rebound",NETRAL
797,"Tahun 2026 Jadi Titik Balik Bagi Buana Lintas (BULL), Ini Rekomendasi Sahamnya",NETRAL
798,Pengakuan Sri Mulyani: Saya Selalu Terkesan dengan BRI,POSITIF
799,Perampok BRI Samarinda Tinggalkan Tas Diduga Bom,NEGATIF
800,"Bank Cirebon Bangkrut, LPS Akan Bayar Simpanan Nasabah Sesuai Aturan",NETRAL
801,"Nikel dan Aluminium Menguat, Timah Ambles 23%, Analis Beberkan Prospeknya",NETRAL
802,"OJK Beberkan 8 Aksi Reformasi Pasar Modal, Buka Identitas Pemilik hingga Demutualisasi BEI",NETRAL
803,"Saham Melonjak 8%, Bumi Resources (BUM) Rilis Obligasi Kupon 7,25%",NETRAL
804,"BEI dan KSEI Perluas Klasifikasi Investor Sesuai Standar Global, Paling Lambat April",NETRAL
805,Prabowo Kesal BUMN Rugi Bagi Tantiem: Gak Tau Malu!,POSITIF
806,"Iman Rachman Mundur, OJK Pastikan Operasional BEI Tetap Normal",NETRAL
807,BRI Gandeng Beemarket.id Pasarkan Produk Lokal,POSITIF
808,"Sinarmas Sekuritas Kerek Target Harga Saham RMK Energy (RMKE), Ini Alasannya",NETRAL
809,4 Tersangka Kasus BRI Diperiksa Kamis,NEGATIF
810,Mesin ATM BRI Pasar Pagi Madu Ditemukan di Bogor,NEGATIF
811,"Kuartal III-2018, Laba Bersih BRI Naik 14,6 Persen jadi Rp 23,5 T",POSITIF
812,"Daftar 10 Saham Pemberat IHSG Pekan Ini, Ada AMMN, BBRI hingga BREN",NETRAL
813,"Gokil! Berkat BRILIANPRENEUR, UMKM Ini Bisa Keliling Dunia",POSITIF
814,"Majukan Industri Otomotif, BRI Group Rangkul Startup Broom",POSITIF
815,"Rekomendasi Saham dan Pergerakan IHSG Hari Ini Jumat, 13 Maret 2026",NETRAL
816,Transformasi Digital BRI Tingkatkan Inklusi Keuangan,POSITIF
817,"Polisi Amankan Keris dan Golok dari Tangan Perampok BRI Rp 6,7 M",NEGATIF
818,"Bursa Ditegur Pasar Global: FCA, MSCI & Mundurnya Pejabat Kunci Otoritas Pasar Modal",NETRAL
819,BRI Ajak 3.500 Anak Yatim Piatu Buka Puasa Bersama Presiden SBY,POSITIF
820,"BRI Cetak Laba Bersih Rp 51,4 Triliun, Tumbuh 67,15 Persen pada 2022",POSITIF
821,"Genjot Likuiditas, Dian Swastatika (DSSA) Gelar RUPSLB Bahas Stock Split 1:25",NETRAL
822,"Penjual Es di Jawa Buktikan Bisa Kaya Raya, Punya Harta Rp10 Triliun",NEGATIF
823,"Indeks ESG Berpeluang Pulih Bertahap pada 2026, Simak Rekomendasi Analis Berikut",NETRAL
824,"Rupiah Menguat Tipis, Nilai Tukar Dolar AS Turun ke Rp16.895",NETRAL
825,"Peta Baru LQ45–IDX30 Usai Masuknya BREN, BUMI dan EMTK",NETRAL
826,KPR BRI Property Expo 2022 Maksimal Layani Nasabah,NETRAL
827,"UMKM Digitalvolution, Komitmen BANK BRI Tingkatkan Potensi Ekonomi UMKM",POSITIF
828,BRI-ACC Kerja Sama Dorong Digitalisasi Perusahaan Pembiayaan,POSITIF
829,"Top! Transaksi Super Apps Milik BRI Melonjak 136,5%",POSITIF
830,Juda Agung Bakal Gantikan Thomas Jadi Wamenkeu? Begini Kata Purbaya!,POSITIF
831,Siap-Siap Cum Dividen BNI (BBNI) Pekan Depan Selasa (17/3),NETRAL
832,Taspen Gandeng BRI untuk Sejahterakan ASN dan Pensiunan dalam Program “Sejahtera di Purnatugas”,POSITIF
833,Pisau Bermata Dua? Risiko di Balik Pembukaan Data UBO Bursa,NEGATIF
834,"Video: Investor Pantau Risiko Defisit APBN 3%, Ini Efeknya ke Pasar RI",NEGATIF
835,"Berkat Pemberdayaan UMKM, BRI Sabet 2 BI Awards 2022",POSITIF
836,"Segmen Korporasi Mendominasi, Transaksi BNIDirect Melesat 26%",NETRAL
837,"Tekanan Indeks Dolar Berlanjut, Yen hingga Won Berpeluang Menguat di Kuartal I-2026",NETRAL
838,"Mesin EDC sudah Diterima, Terima kasih BRI",POSITIF
839,"Teras BRI Dirampok, Pelaku Sekap 2 Karyawan Bawa Kabur Rp 10 Juta",NEGATIF
840,BRI Bocorkan Cara Perkuat Bisnis yang Berkelanjutan,NETRAL
841,"Pengamat Sebut BRI Bisa Cetak Laba Rp 51,4 T Karena Hal Ini",POSITIF
842,"Net Buy Asing Capai Rp3,2 Triliun, Ini Rekomendasi IPOT",NETRAL
843,Uang Rp 400 Juta Nasabah BRI yang Diaku Hilang Ternyata Ditarik Sendiri,NEGATIF
844,"Saham BBRI Ngegas Usai Rilis Cetak Laba Rp 15,56 Triliun pada Kuartal I 2023",POSITIF
845,BRI Gandeng Bio Farma Sediakan Layanan di Industri Farmasi,POSITIF
846,"Laba Bersih BRI Tembus Rp51,4 Triliun di 2022, Melonjak 67%",POSITIF
847,"Kinerja Bakal Terus Melesat, Saham BRI Diproyeksi ke Rp 6.200",POSITIF
848,"Demi ESG, BRI Bangun Kantor Konsep Green & Smart Building",POSITIF
849,"Volatilitas Tinggi Awal 2026, Bitcoin Berpeluang Turun Menguji Level US$ 80.000",NETRAL
850,"Cerita Emas Rp130 T Soekarno di Bank Swiss, Begini Faktanya!",POSITIF
851,'Ramalan' Purbaya Soal Nasib IHSG Senin Usai Bos OJK-DIrut BEI Mundur,NEGATIF
852,Alarm Indomart Menteng Berbunyi Saat Maling Bobol ATM BRI,NEGATIF
853,"IHSG Ditutup Menguat 2,75% Usai Libur Panjang, Begini Pesan Bos BEI",NETRAL
854,"ATM BRI di Indomaret Setiabudi Dicuri, Uang Puluhan Juta Raib",NEGATIF
855,Polisi Belum Temukan Mobil Milik Karyawati BRI yang Dibunuh,NEGATIF
856,"Kantongi Restu Rights Issue, Grup Bakrie (BNBR) Bidik Dana Rp6,5 T",NETRAL
857,"Dorong UMKM Binaan, BRI Gelar Bazaar Klaster Mantriku",POSITIF
858,Bunga KUR Turun Jadi 12%,NEGATIF
859,"3 Pengusaha Muslim Terkaya di Dunia, Punya Harta Hampir Rp 500 T",NEGATIF
860,"Kasus Skimming BRI Meluas, 4 Nasabah Batam Jadi Korban",NEGATIF
861,"Apresiasi Karyawan Berprestasi, BRI Life Gelar Bancassurance Award Night 2017",POSITIF
862,BRISPOT Pacu Kredit Mikro BRI Tumbuh Selektif di Tengah Wabah Covid-19,POSITIF
863,"Mau Jadi Nasabah Prioritas BRI, Mandiri, BNI? Segini Saldo Minimumnya",NEGATIF
864,BRI Sukses Integrasikan 25 Juta data Lewat Holding UMi,POSITIF
865,"Buron 8 Bulan, Eks Kacab BRI Pekanbaru Ditangkap",NEGATIF
866,"Hashim: Prabowo Marah Besar Akibat Saham, Minta Pimpinan Bursa Mundur",POSITIF
867,"Ditangkap di Banyumas, Teroris Anton Juga Ikut Merampok BRI Tangerang",NEGATIF
868,Bom Ditemukan di Kantor BRI Sengkang Sulsel,NEGATIF
869,"Lewat BRIGesit, Layanan BRI Tetap Optimal Saat Lebaran",POSITIF
870,IHSG Anjlok Lagi: Ini Skenario Terburuk untuk Pekan Depan!,NETRAL
871,"Bobol BRI Rp 123,8 Miliar, Rasyid & Muslimin Divonis 15 Tahun Penjara",NEGATIF
